gene_symbol	gene_symbol_long	_identifier	primary
IAA23	Indole-3-Acetic Acid Responsive gene 23	glyma.Wm82.gnm2.ann1.Glyma.07G134900	1
N479	C2H2 zinc finger protein gene	glyma.Wm82.gnm2.ann1.Glyma.07G135800	1
WAK23	Wall Associated Kinase gene 23	glyma.Wm82.gnm2.ann1.Glyma.07G136900	1
HSP26-A	Probable glutathione S-transferase gene	glyma.Wm82.gnm2.ann1.Glyma.07G139700	1
GSTU24	tau class glutathione S-transferase gene 24	glyma.Wm82.gnm2.ann1.Glyma.07G139800	1
GSTU27	tau class glutathione S-transferase gene 27	glyma.Wm82.gnm2.ann1.Glyma.07G140100	1
GSTU28	tau class glutathione S-transferase gene 28	glyma.Wm82.gnm2.ann1.Glyma.07G140200	1
GSTU30	tau class glutathione S-transferase gene 8	glyma.Wm82.gnm2.ann1.Glyma.07G140400	1
Lac22	Laccase gene 22	glyma.Wm82.gnm2.ann1.Glyma.07G142400	1
Lac23	Laccase gene 23	glyma.Wm82.gnm2.ann1.Glyma.07G142500	1
Lac24	Laccase gene 24	glyma.Wm82.gnm2.ann1.Glyma.07G142600	1
FBP	fructose-1,6-bisphosphatase gene	glyma.Wm82.gnm2.ann1.Glyma.07G142700	1
PHT4.4	Phosphate Trasporter group 4 gene 4.4	glyma.Wm82.gnm2.ann1.Glyma.07G144700	1
LAX9	auxin transporter-like protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.07G147000	1
TLP5	Tubby-like Protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.07G147700	1
GELP64	GDSL-type esterase/lipase protein gene 64	glyma.Wm82.gnm2.ann1.Glyma.07G150000	1
GELP65	GDSL-type esterase/lipase protein gene 65	glyma.Wm82.gnm2.ann1.Glyma.07G150200	1
GELP66	GDSL-type esterase/lipase protein gene 66	glyma.Wm82.gnm2.ann1.Glyma.07G150300	1
GELP67	GDSL-type esterase/lipase protein gene 67	glyma.Wm82.gnm2.ann1.Glyma.07G150400	1
FAD7-1	chloroplast omega 3 fatty acid desaturase isoform 2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.07G151300	1
PCD2-2	pyruvate decarboxylase 2 gene 2	glyma.Wm82.gnm2.ann1.Glyma.07G153100	1
AMT2.1	ammonium transporter 2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.07G153800	1
PYL10	Pyrabactin Resistance 1-Like gene 10	glyma.Wm82.gnm2.ann1.Glyma.07G155500	1
B3-43	B3 Transcription Factor gene 43	glyma.Wm82.gnm2.ann1.Glyma.07G157300	1
CYP49	peptidyl-prolyl cis-trans isomerase CYP49 gene	glyma.Wm82.gnm2.ann1.Glyma.07G157800	1
CHR16	Chromatin Remodeling Protein gene 16	glyma.Wm82.gnm2.ann1.Glyma.07G157900	1
PPR62	Pentatricopeptide-Repeat protein gene 62	glyma.Wm82.gnm2.ann1.Glyma.07G159200	1
WRKY72	WRKY Transcription Factor gene 72	glyma.Wm82.gnm2.ann1.Glyma.07G161100	1
CYP74A1	allene oxide synthase, chloroplastic-like gene	glyma.Wm82.gnm2.ann1.Glyma.07G162900	1
B3-44	B3 Transcription Factor gene 44	glyma.Wm82.gnm2.ann1.Glyma.07G163700	1
PIN3C	auxin efflux carrier component 3c gene	glyma.Wm82.gnm2.ann1.Glyma.07G164600	1
TPP8	Trehalose-6-Phosphate Phosphatase 8 gene	glyma.Wm82.gnm2.ann1.Glyma.07G165100	1
ANK69	Ankyrin Repeat protein gene 69	glyma.Wm82.gnm2.ann1.Glyma.07G169500	1
MED37-5	Mediator Complex 37 gene 5	glyma.Wm82.gnm2.ann1.Glyma.07G170800	1
RR33	Ubiquitous, Response Regiulator Type-B gene 33	glyma.Wm82.gnm2.ann1.Glyma.07G171200	1
PLATZ10	PLATZ gene 10	glyma.Wm82.gnm2.ann1.Glyma.07G172800	1
HK14	Ubiquitous, Histidine Kinase gene 14	glyma.Wm82.gnm2.ann1.Glyma.07G173700	1
ALKBH10-6	AlkB homologue 10 gene 6	glyma.Wm82.gnm2.ann1.Glyma.07G175300	1
SCB1	Seed coat BURP domian protein 1 gene	glyma.Wm82.gnm2.ann1.Glyma.07G176700	1
TCP9	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.07G177200	1
C2-69	C2-domain containing protein gene 69	glyma.Wm82.gnm2.ann1.Glyma.07G177900	1
SnRK2-11	SNF2-Related Kinase gene 11	glyma.Wm82.gnm2.ann1.Glyma.07G178600	1
BTB038	BTB gene 38	glyma.Wm82.gnm2.ann1.Glyma.07G180900	1
UF3GT1-3	UDP-glucose:flavonoid 3-O-glucosyltransferase gene 1	glyma.Wm82.gnm2.ann1.Glyma.07G183200	1
UGT78K1	UDP-glucose:flavonoid 3-O-glucosyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.07G183200	0
UF3GT1-1	anthocyanidin 3-O-glucosyltransferase 7 gene 1	glyma.Wm82.gnm2.ann1.Glyma.07G183300	1
UF3GT1-2	anthocyanidin 3-O-glucosyltransferase 7 gene 2	glyma.Wm82.gnm2.ann1.Glyma.07G183400	1
ALDH6B1	putative methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	glyma.Wm82.gnm2.ann1.Glyma.07G183600	1
KEA3a	K+ efflux Antiporter Protein 3 gene A	glyma.Wm82.gnm2.ann1.Glyma.07G184800	1
ANK70	Ankyrin Repeat protein gene 70	glyma.Wm82.gnm2.ann1.Glyma.07G185000	1
FWL6	protein FW2.2-like 6 gene	glyma.Wm82.gnm2.ann1.Glyma.07G185200	1
TPS4	terpene synthase gene 4	glyma.Wm82.gnm2.ann1.Glyma.07G187600	1
TPS5	terpene synthase gene 5	glyma.Wm82.gnm2.ann1.Glyma.07G187700	1
STP1	monosaccharide transporter gene	glyma.Wm82.gnm2.ann1.Glyma.07G189500	1
CBP60B-2	Calmodulin Binding Protein 60B gene 2	glyma.Wm82.gnm2.ann1.Glyma.07G190700	1
SCAMP3	Secretory Carrier Membrane Protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.07G191600	1
CHR17	Chromatin Remodeling Protein gene 17	glyma.Wm82.gnm2.ann1.Glyma.07G192500	1
NAC165	NAC domain-containing protein gene 165	glyma.Wm82.gnm2.ann1.Glyma.07G192900	1
DOF7.3	Dof transcription factor Chr. 7 gene 3	glyma.Wm82.gnm2.ann1.Glyma.07G193900	1
PPR63	Pentatricopeptide-Repeat protein gene 63	glyma.Wm82.gnm2.ann1.Glyma.07G196400	1
VQ29	VQ motif containing protein gene 29	glyma.Wm82.gnm2.ann1.Glyma.07G198000	1
VQ29	VQ transcription factor gene 29	glyma.Wm82.gnm2.ann1.Glyma.07G198000	0
DOF7.4	Dof transcription factor Chr. 7 gene 4	glyma.Wm82.gnm2.ann1.Glyma.07G198800	1
DOF7.5	Dof transcription factor Chr. 7 gene 5	glyma.Wm82.gnm2.ann1.Glyma.07G198900	1
HSP18.5-C	18.5 kDa class I heat shock protein gene C	glyma.Wm82.gnm2.ann1.Glyma.07G200200	1
HSP17.5-M	17.5 kDa class I heat shock protein gene M	glyma.Wm82.gnm2.ann1.Glyma.07G200500	1
DMP6	DUF679 membrane protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.07G201500	1
NAC051	NAC domain-containing protein gene 51	glyma.Wm82.gnm2.ann1.Glyma.07G201800	1
ARF16	Auxin Responsive Factor gene 16	glyma.Wm82.gnm2.ann1.Glyma.07G202200	1
B3-45	B3 Transcription Factor gene 45	glyma.Wm82.gnm2.ann1.Glyma.07G202200	0
IFS1	isoflavone synthase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.07G202300	1
VOZ1A	Vascular plant one-zinc-finger transcription factor 1 gene A	glyma.Wm82.gnm2.ann1.Glyma.07G202700	1
WOX12	Wuschel-related homeobox transcription factor gene 12	glyma.Wm82.gnm2.ann1.Glyma.07G203000	1
GELP68	GDSL-type esterase/lipase protein gene 68	glyma.Wm82.gnm2.ann1.Glyma.07G203200	1
GLR2.3-1	Glutamate Receptor 3-like gene 1	glyma.Wm82.gnm2.ann1.Glyma.07G203700	1
GLR2.3-2	Glutamate Receptor 3-like gene 2	glyma.Wm82.gnm2.ann1.Glyma.07G203700	0
GLR2.3-3	Glutamate Receptor 3-like gene 3	glyma.Wm82.gnm2.ann1.Glyma.07G203700	0
IQD25	protein IQ-DOMAIN gene 25	glyma.Wm82.gnm2.ann1.Glyma.07G204000	1
bHLH7	bHLH protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.07G205800	1
OAS-TL4	O-acetylserine(thiol)-lyase gene 4	glyma.Wm82.gnm2.ann1.Glyma.07G206800	1
SACPD-A	stearoyl-acyl carrier protein desaturase gene A	glyma.Wm82.gnm2.ann1.Glyma.07G207200	1
ACPD-2	stearoyl-acyl carrier protein desaturase gene 2	glyma.Wm82.gnm2.ann1.Glyma.07G207200	0
SAD2	stearoyl-ACP desaturase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.07G207200	0
IQD26	protein IQ-DOMAIN gene 26	glyma.Wm82.gnm2.ann1.Glyma.07G207300	1
C2-70	C2-domain containing protein gene 70	glyma.Wm82.gnm2.ann1.Glyma.07G207700	1
SAN1B	senescence-associated nodulin 1B gene	glyma.Wm82.gnm2.ann1.Glyma.07G208900	1
SAN1A	senescence-associated nodulin 1A gene	glyma.Wm82.gnm2.ann1.Glyma.07G209100	1
SnRK2-12	SNF2-Related Kinase gene 12	glyma.Wm82.gnm2.ann1.Glyma.07G209400	1
POD36	Peroxidase gene 36	glyma.Wm82.gnm2.ann1.Glyma.07G209900	1
CYP16	peptidyl-prolyl cis-trans isomerase CYP16 gene	glyma.Wm82.gnm2.ann1.Glyma.07G210200	1
KRP7	Kip-Related Protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.07G211300	1
ATG2b	autophagy-related gene 2b	glyma.Wm82.gnm2.ann1.Glyma.07G211600	1
PPR64	Pentatricopeptide-Repeat protein gene 64	glyma.Wm82.gnm2.ann1.Glyma.07G211900	1
ERF56	Ethylene-Responsive Factor gene 56	glyma.Wm82.gnm2.ann1.Glyma.07G212400	1
FDL07	Flowering Locus D-like 7 gene	glyma.Wm82.gnm2.ann1.Glyma.07G213100	1
MYB159	R2R3 MYB transcription factor 159 gene	glyma.Wm82.gnm2.ann1.Glyma.07G216000	1
PPR65	Pentatricopeptide-Repeat protein gene 65	glyma.Wm82.gnm2.ann1.Glyma.07G216300	1
PIN3A	auxin efflux carrier component 3a gene	glyma.Wm82.gnm2.ann1.Glyma.07G217900	1
WOX13	Wuschel-related homeobox transcription factor gene 13	glyma.Wm82.gnm2.ann1.Glyma.07G219400	1
C2-71	C2-domain containing protein gene 71	glyma.Wm82.gnm2.ann1.Glyma.07G219900	1
GLN33	Glutamine Synthase gene 33	glyma.Wm82.gnm2.ann1.Glyma.07G220000	1
PHT1-9	inorganic phosphate transporter gene 1-9	glyma.Wm82.gnm2.ann1.Glyma.07G222700	1
PHT1.3	Phosphate Trasporter group 1 gene 1.3	glyma.Wm82.gnm2.ann1.Glyma.07G222700	0
IRT	probable zinc transporter 10-like gene	glyma.Wm82.gnm2.ann1.Glyma.07G223200	1
LBD31	LBD domain-containing transcription factor gene 31	glyma.Wm82.gnm2.ann1.Glyma.07G223600	1
B3-46	B3 Transcription Factor gene 46	glyma.Wm82.gnm2.ann1.Glyma.07G224100	1
Lac25	Laccase gene 25	glyma.Wm82.gnm2.ann1.Glyma.07G225300	1
Lac26	Laccase gene 26	glyma.Wm82.gnm2.ann1.Glyma.07G225400	1
GLN34	Glutamine Synthase gene 34	glyma.Wm82.gnm2.ann1.Glyma.07G225800	1
GF14k	14-3-3 protein GF14 gene family gene k	glyma.Wm82.gnm2.ann1.Glyma.07G226000	1
SGF14Q	putative 14-3-3 protein SGF14 gene q	glyma.Wm82.gnm2.ann1.Glyma.07G226000	0
GLR2.4a	Glutamate Receptor 2.4a-like gene 4	glyma.Wm82.gnm2.ann1.Glyma.07G226400	1
WRKY73	WRKY Transcription Factor gene 73	glyma.Wm82.gnm2.ann1.Glyma.07G227200	1
ANK71	Ankyrin Repeat protein gene 71	glyma.Wm82.gnm2.ann1.Glyma.07G228000	1
PHO1.5	PHO Phosphate Trasporter group 1 gene 1.5	glyma.Wm82.gnm2.ann1.Glyma.07G228400	1
PHO1-H2	PHO1 family protein gene H2	glyma.Wm82.gnm2.ann1.Glyma.07G228400	0
NAC052	NAC domain-containing protein gene 52	glyma.Wm82.gnm2.ann1.Glyma.07G229100	1
NAC51	NAC domain-containing protein gene 51	glyma.Wm82.gnm2.ann1.Glyma.07G229100	0
DOF7.6	Dof transcription factor Chr. 7 gene 6	glyma.Wm82.gnm2.ann1.Glyma.07G229600	1
PHR11	MYB-CC domain-containing transcription factor PHR11 gene	glyma.Wm82.gnm2.ann1.Glyma.07G229800	1
C2-72	C2-domain containing protein gene 72	glyma.Wm82.gnm2.ann1.Glyma.07G230700	1
ABCG23-1	ABC transporter G family member 23 gene 1	glyma.Wm82.gnm2.ann1.Glyma.07G231400	1
PDR3L-1	Pleiotropic drug resistance 3-like isoform X2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.07G233900	1
PDR3-1	Pleiotropic drug resistance 3 gene 1	glyma.Wm82.gnm2.ann1.Glyma.07G234000	1
PTI1A	Pti1 kinase-like protein gene A	glyma.Wm82.gnm2.ann1.Glyma.07G234300	1
ANK72	Ankyrin Repeat protein gene 72	glyma.Wm82.gnm2.ann1.Glyma.07G234700	1
PMEI71	Pectin Methylesterase Inhibitor gene 71	glyma.Wm82.gnm2.ann1.Glyma.07G237300	1
POD37	Peroxidase gene 37	glyma.Wm82.gnm2.ann1.Glyma.07G237400	1
PMEI72	Pectin Methylesterase Inhibitor gene 72	glyma.Wm82.gnm2.ann1.Glyma.07G237500	1
WRKY74	WRKY Transcription Factor gene 74	glyma.Wm82.gnm2.ann1.Glyma.07G238000	1
GELP69	GDSL-type esterase/lipase protein gene 69	glyma.Wm82.gnm2.ann1.Glyma.07G239400	1
ALDH22A1	aldehyde dehydrogenase gene 22A1	glyma.Wm82.gnm2.ann1.Glyma.07G240300	1
CAMTA13	Calmodulin binding transcription activator gene 13	glyma.Wm82.gnm2.ann1.Glyma.07G242000	1
ANK73	Ankyrin Repeat protein gene 73	glyma.Wm82.gnm2.ann1.Glyma.07G242000	0
COBL10	Regulates cell wall expansion and cellulose depostion gene 10	glyma.Wm82.gnm2.ann1.Glyma.07G243200	1
RR21	Root Specific, Response Regulator Type-B gene 21	glyma.Wm82.gnm2.ann1.Glyma.07G243300	1
PR-10	stress-induced protein SAM22 gene	glyma.Wm82.gnm2.ann1.Glyma.07G243700	1
PMEI73	Pectin Methylesterase Inhibitor gene 73	glyma.Wm82.gnm2.ann1.Glyma.07G245300	1
PPR66	Pentatricopeptide-Repeat protein gene 66	glyma.Wm82.gnm2.ann1.Glyma.07G245500	1
BTB039	BTB gene 39	glyma.Wm82.gnm2.ann1.Glyma.07G247100	1
C2-73	C2-domain containing protein gene 73	glyma.Wm82.gnm2.ann1.Glyma.07G248600	1
PPR67	Pentatricopeptide-Repeat protein gene 67	glyma.Wm82.gnm2.ann1.Glyma.07G249400	1
ERF57	Ethylene-Responsive Factor gene 57	glyma.Wm82.gnm2.ann1.Glyma.07G250100	1
CHR18	Chromatin Remodeling Protein gene 18	glyma.Wm82.gnm2.ann1.Glyma.07G250700	1
CHYR6	CHY Zinc-Finger and Ring Finger Protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.07G250900	1
TLP6	Tubby-like Protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.07G251800	1
NHX2f	Intracellular Na+/H+ Exchanger Protein 2 gene F	glyma.Wm82.gnm2.ann1.Glyma.07G251900	1
CHR19	Chromatin Remodeling Protein gene 19	glyma.Wm82.gnm2.ann1.Glyma.07G252100	1
ANK74	Ankyrin Repeat protein gene 74	glyma.Wm82.gnm2.ann1.Glyma.07G252400	1
DXS1	1-deoxy-D-xylulose 5-phosphate synthase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.07G252600	1
HP03	Root Specific, Phosphotransfer Protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.07G253100	1
DMP5	DUF679 membrane protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.07G253500	1
DMP4	DUF679 membrane protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.07G253600	1
GT4	glucosyltransferase gene 4	glyma.Wm82.gnm2.ann1.Glyma.07G254600	1
UGT73F2	Plant uridine 5' -diphosphate glycosyltransferase 73F2 gene	glyma.Wm82.gnm2.ann1.Glyma.07G254600	0
SG-1-LIKE	putative UDP-glucosyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.07G254900	1
MAPK16-4	mitogen-activated protein kinase 16 gene 4	glyma.Wm82.gnm2.ann1.Glyma.07G255400	1
POD38	Peroxidase gene 38	glyma.Wm82.gnm2.ann1.Glyma.07G260300	1
PRX2B	peroxidase gene	glyma.Wm82.gnm2.ann1.Glyma.07G260300	0
ANK75	Ankyrin Repeat protein gene 75	glyma.Wm82.gnm2.ann1.Glyma.07G261200	1
GLYI-7	Glyoxylase 1 gene 7	glyma.Wm82.gnm2.ann1.Glyma.07G261400	1
GLN35	Glutamine Synthase gene 35	glyma.Wm82.gnm2.ann1.Glyma.07G261600	1
Lac27	Laccase gene 27	glyma.Wm82.gnm2.ann1.Glyma.07G261800	1
WRKY34	WRKY transcription factor gene 34	glyma.Wm82.gnm2.ann1.Glyma.07G262700	1
POD39	Peroxidase gene 39	glyma.Wm82.gnm2.ann1.Glyma.07G263000	1
STM	Short Transmembrane Mitochondrial Protein gene	glyma.Wm82.gnm2.ann1.Glyma.07G263600	1
Raf19-1	Raf19 proto-oncogene serine/threonine protein kinase gene 1	glyma.Wm82.gnm2.ann1.Glyma.07G264700	1
GLN36	Glutamine Synthase gene 36	glyma.Wm82.gnm2.ann1.Glyma.07G266700	1
LEC1-A	transcription factor LEC1-A gene	glyma.Wm82.gnm2.ann1.Glyma.07G268100	1
C2-74	C2-domain containing protein gene 74	glyma.Wm82.gnm2.ann1.Glyma.07G268400	1
SSH1	polyphosphoinositide binding protein Ssh1p gene	glyma.Wm82.gnm2.ann1.Glyma.07G268700	1
PITP16	Phosphatidylinositol Transfer Protein-like gene 16	glyma.Wm82.gnm2.ann1.Glyma.07G268700	0
C2-75	C2-domain containing protein gene 75	glyma.Wm82.gnm2.ann1.Glyma.07G269000	1
CBL6	Calcineurin B-Like protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.07G269200	1
NHX5c	Intracellular Na+/H+ Exchanger Protein 5 gene C	glyma.Wm82.gnm2.ann1.Glyma.07G270400	1
NAC053	NAC domain-containing protein gene 53	glyma.Wm82.gnm2.ann1.Glyma.07G271100	1
ARF17	Auxin Responsive Factor gene 17	glyma.Wm82.gnm2.ann1.Glyma.07G272800	1
B3-47	B3 Transcription Factor gene 47	glyma.Wm82.gnm2.ann1.Glyma.07G272800	0
EF1BGAMMA1	elongation factor 1-gamma-like gene	glyma.Wm82.gnm2.ann1.Glyma.07G273500	1
PHT4.5	Phosphate Trasporter group 4 gene 4.5	glyma.Wm82.gnm2.ann1.Glyma.07G274200	1
ABCG5L-4	ABC transporter G family member 5-like gene 4	glyma.Wm82.gnm2.ann1.Glyma.08G000800	1
CHR20	Chromatin Remodeling Protein gene 20	glyma.Wm82.gnm2.ann1.Glyma.08G001900	1
GmPAD4a	Phytoalexin Deficient 4 gene a	glyma.Wm82.gnm2.ann1.Glyma.08G002100	1
PAD4	uncharacterized LOC100788725 gene	glyma.Wm82.gnm2.ann1.Glyma.08G002100	0
ALDH3I1	aldehyde dehydrogenase family 3 member I1 gene	glyma.Wm82.gnm2.ann1.Glyma.08G002700	1
Cdk8-4	Cyclin-dependent kinase 8 gene 4	glyma.Wm82.gnm2.ann1.Glyma.08G002900	1
MGT17	Magnesium Transporter gene 17	glyma.Wm82.gnm2.ann1.Glyma.08G003600	1
SnRK2-15	SNF2-Related Kinase gene 15	glyma.Wm82.gnm2.ann1.Glyma.08G005100	1
SPK-3	protein kinase 3 gene	glyma.Wm82.gnm2.ann1.Glyma.08G005100	0
PATL6	Patellin-like gene 6	glyma.Wm82.gnm2.ann1.Glyma.08G005200	1
CDPK	Calcium-dependent protein kinase SK5 protein gene	glyma.Wm82.gnm2.ann1.Glyma.08G005600	1
VQ30	VQ motif containing protein gene 30	glyma.Wm82.gnm2.ann1.Glyma.08G005700	1
VQ30	VQ transcription factor gene 30	glyma.Wm82.gnm2.ann1.Glyma.08G005700	0
PITP17	Phosphatidylinositol Transfer Protein-like gene 17	glyma.Wm82.gnm2.ann1.Glyma.08G007400	1
C2-76	C2-domain containing protein gene 76	glyma.Wm82.gnm2.ann1.Glyma.08G007500	1
ANK76	Ankyrin Repeat protein gene 76	glyma.Wm82.gnm2.ann1.Glyma.08G008000	1
ARF18	Auxin Responsive Factor gene 18	glyma.Wm82.gnm2.ann1.Glyma.08G008100	1
B3-48	B3 Transcription Factor gene 48	glyma.Wm82.gnm2.ann1.Glyma.08G008100	0
SMXL12	Suppressor of Max2 gene 1-like gene 12	glyma.Wm82.gnm2.ann1.Glyma.08G008400	1
PHT3.4	Phosphate Trasporter group 3 gene 3.4	glyma.Wm82.gnm2.ann1.Glyma.08G008900	1
NAC054	NAC domain-containing protein gene 54	glyma.Wm82.gnm2.ann1.Glyma.08G009700	1
SWEET20	sugar efflux transporter SWEET20 gene	glyma.Wm82.gnm2.ann1.Glyma.08G009900	1
SWEET21	sugar efflux transporter SWEET21 gene	glyma.Wm82.gnm2.ann1.Glyma.08G010000	1
WRKY25	WRKY transcription factor gene 25	glyma.Wm82.gnm2.ann1.Glyma.08G011300	1
WRKY76	WRKY Transcription Factor gene 76	glyma.Wm82.gnm2.ann1.Glyma.08G011300	0
C2-77	C2-domain containing protein gene 77	glyma.Wm82.gnm2.ann1.Glyma.08G011900	1
LOR13	LURP-one related protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.08G013100	1
ADF6	Actin Deplymerizing Factor gene 6	glyma.Wm82.gnm2.ann1.Glyma.08G013400	1
SR2	Serine racemase-2 gene	glyma.Wm82.gnm2.ann1.Glyma.08G013500	1
GSTT3	theta class glutathione S-transferase gene 3	glyma.Wm82.gnm2.ann1.Glyma.08G013700	1
GPX	Glutathione Peroxidase gene	glyma.Wm82.gnm2.ann1.Glyma.08G013800	1
TUBB1	tubulin beta-1 gene	glyma.Wm82.gnm2.ann1.Glyma.08G014200	1
Tubulin	tubulin gene	glyma.Wm82.gnm2.ann1.Glyma.08G014200	0
PIP1-6	aquaporin PIP1-6 gene	glyma.Wm82.gnm2.ann1.Glyma.08G015300	1
BTB040	BTB gene 40	glyma.Wm82.gnm2.ann1.Glyma.08G015700	1
BTB041	BTB gene 41	glyma.Wm82.gnm2.ann1.Glyma.08G016800	1
RPS10C	40S ribosomal protein S10 gene	glyma.Wm82.gnm2.ann1.Glyma.08G017500	1
MDHAR-6	Monodehydroascorbate reductase 6, cytosolic gene	glyma.Wm82.gnm2.ann1.Glyma.08G017800	1
WRKY77	WRKY Transcription Factor gene 77	glyma.Wm82.gnm2.ann1.Glyma.08G018300	1
TOPP7	TOPP-type protein phosphatase gene 7	glyma.Wm82.gnm2.ann1.Glyma.08G018500	1
LOR14	LURP-one related protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.08G018800	1
LEA2-40	late embryogenesis abundant 2 gene 40	glyma.Wm82.gnm2.ann1.Glyma.08G019000	1
ERF58	Ethylene-Responsive Factor gene 58	glyma.Wm82.gnm2.ann1.Glyma.08G020900	1
WRKY46	WRKY transcription factor gene 46	glyma.Wm82.gnm2.ann1.Glyma.08G021900	1
WRKY78	WRKY Transcription Factor gene 78	glyma.Wm82.gnm2.ann1.Glyma.08G021900	0
CEL8	endo-1,4-beta-glucanase gene	glyma.Wm82.gnm2.ann1.Glyma.08G022300	1
LEA2-41	late embryogenesis abundant 2 gene 41	glyma.Wm82.gnm2.ann1.Glyma.08G023500	1
CBL7	Calcineurin B-Like protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.08G023700	1
FTSHi3	Filimentation Temperature-Sensitive H Inactive gene 3	glyma.Wm82.gnm2.ann1.Glyma.08G023900	1
SWEET22	sucrose transporter gene 22	glyma.Wm82.gnm2.ann1.Glyma.08G025100	1
BMY1-3	Beta-amylase 1 gene 3	glyma.Wm82.gnm2.ann1.Glyma.08G025500	1
MED37-6	Mediator Complex 37 gene 6	glyma.Wm82.gnm2.ann1.Glyma.08G025700	1
BIP2	ER-binding immunoglobulin protein BIP2 gene	glyma.Wm82.gnm2.ann1.Glyma.08G025900	1
MED37-7	Mediator Complex 37 gene 7	glyma.Wm82.gnm2.ann1.Glyma.08G025900	0
ACCC-3	biotin carboxylase precursor gene	glyma.Wm82.gnm2.ann1.Glyma.08G027600	1
B3-49	B3 Transcription Factor gene 49	glyma.Wm82.gnm2.ann1.Glyma.08G027800	1
ABCI-2	ABC transporter I family member chloroplastic gene 2	glyma.Wm82.gnm2.ann1.Glyma.08G028100	1
KEA4b	K+ efflux Antiporter Protein 4 gene B	glyma.Wm82.gnm2.ann1.Glyma.08G029300	1
MYB127	MYB transcription factor 127 gene	glyma.Wm82.gnm2.ann1.Glyma.08G029400	1
NAC055	NAC domain-containing protein gene 55	glyma.Wm82.gnm2.ann1.Glyma.08G031900	1
GLN37	Glutamine Synthase gene 37	glyma.Wm82.gnm2.ann1.Glyma.08G032700	1
IQD27	protein IQ-DOMAIN gene 27	glyma.Wm82.gnm2.ann1.Glyma.08G033100	1
MST1	monosaccharide transporter gene	glyma.Wm82.gnm2.ann1.Glyma.08G035300	1
GLYI-8	Glyoxylase 1 gene 8	glyma.Wm82.gnm2.ann1.Glyma.08G035400	1
IAA24	Indole-3-Acetic Acid Responsive gene 24	glyma.Wm82.gnm2.ann1.Glyma.08G036400	1
YUC2A	indole-3-pyruvate monooxygenase YUCCA2 gene	glyma.Wm82.gnm2.ann1.Glyma.08G038600	1
ALDH2C5	aldehyde dehydrogenase family 2 member C5 gene	glyma.Wm82.gnm2.ann1.Glyma.08G039200	1
ALDH2C6	aldehyde dehydrogenase family 2 member C6 gene	glyma.Wm82.gnm2.ann1.Glyma.08G039300	1
ALMT12	aluminum-activated malate transporter family protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.08G040700	1
ERF59	Ethylene-Responsive Factor gene 59	glyma.Wm82.gnm2.ann1.Glyma.08G040900	1
COL6b	Constans-like 6 gene b	glyma.Wm82.gnm2.ann1.Glyma.08G041100	1
NAC056	NAC domain-containing protein gene 56	glyma.Wm82.gnm2.ann1.Glyma.08G041500	1
C2-78	C2-domain containing protein gene 78	glyma.Wm82.gnm2.ann1.Glyma.08G041800	1
VQ31	VQ motif containing protein gene 31	glyma.Wm82.gnm2.ann1.Glyma.08G041900	1
VQ31	VQ transcription factor gene 31	glyma.Wm82.gnm2.ann1.Glyma.08G041900	0
MYB184	MYB transcription factor 184 gene	glyma.Wm82.gnm2.ann1.Glyma.08G042100	1
GLN38	Glutamine Synthase gene 38	glyma.Wm82.gnm2.ann1.Glyma.08G043100	1
FWL3	protein FW2.2-like 3 gene	glyma.Wm82.gnm2.ann1.Glyma.08G043500	1
PMEI74	Pectin Methylesterase Inhibitor gene 74	glyma.Wm82.gnm2.ann1.Glyma.08G044000	1
PGM2	phosphoglucomutase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.08G044100	1
PGMb	beta-phosphoglucomutase-like gene	glyma.Wm82.gnm2.ann1.Glyma.08G044100	0
WAK24	Wall Associated Kinase gene 24	glyma.Wm82.gnm2.ann1.Glyma.08G044200	1
